date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_win
2018-06-02,Mexico,Scotland,1,0,Friendly,Mexico City,Mexico,False,True
2018-06-02,Sweden,Denmark,0,0,Friendly,Solna,Sweden,False,False
2018-06-02,Republic of Ireland,United States,2,1,Friendly,Dublin,Republic of Ireland,False,True
2018-06-02,Belgium,Portugal,0,0,Friendly,Brussels,Belgium,False,False
2018-06-02,Austria,Germany,2,1,Friendly,Klagenfurt,Austria,False,True
2018-06-02,Niger,Uganda,2,1,Friendly,Niamey,Niger,False,True
2018-06-02,Iceland,Norway,2,3,Friendly,Reykjavík,Iceland,False,False
2018-06-02,Latvia,Estonia,1,0,Baltic Cup,Riga,Latvia,False,True
2018-06-03,Spain,Switzerland,1,1,Friendly,Vila-real,Spain,False,False
2018-06-03,Costa Rica,Northern Ireland,3,0,Friendly,San José,Costa Rica,False,True
2018-06-03,Barbados,Belize,0,0,Friendly,Bridgetown,Barbados,False,False
2018-06-03,South Africa,Madagascar,0,0,COSAFA Cup,Polokwane,South Africa,False,False
2018-06-04,Italy,Netherlands,1,1,Friendly,Turin,Italy,False,False
2018-06-04,India,Kenya,3,0,Intercontinental Cup,Mumbai,India,False,True
2018-06-05,Russia,Turkey,1,1,Friendly,Moscow,Russia,False,False
2018-06-05,Romania,Finland,2,0,Friendly,Ploiești,Romania,False,True
2018-06-05,Luxembourg,Georgia,1,0,Friendly,Luxembourg,Luxembourg,False,True
2018-06-05,Kazakhstan,Azerbaijan,3,0,Friendly,Astana,Kazakhstan,False,True
2018-06-05,Martinique,French Guiana,3,0,Friendly,Fort-de-France,Martinique,False,True
2018-06-05,Lithuania,Latvia,1,1,Baltic Cup,Vilnius,Lithuania,False,False
2018-06-05,South Africa,Namibia,4,1,COSAFA Cup,Polokwane,South Africa,False,True
2018-06-06,Norway,Panama,1,0,Friendly,Oslo,Norway,False,True
2018-06-06,Belgium,Egypt,3,0,Friendly,Brussels,Belgium,False,True
2018-06-06,Belarus,Hungary,1,1,Friendly,Brest,Belarus,False,False
2018-06-07,England,Costa Rica,2,0,Friendly,Leeds,England,False,True
2018-06-07,Uruguay,Uzbekistan,3,0,Friendly,Montevideo,Uruguay,False,True
2018-06-07,Portugal,Algeria,3,0,Friendly,Lisbon,Portugal,False,True
2018-06-07,Iceland,Ghana,2,2,Friendly,Reykjavík,Iceland,False,False
2018-06-07,India,New Zealand,1,2,Intercontinental Cup,Mumbai,India,False,False
2018-06-08,Germany,Saudi Arabia,2,1,Friendly,Leverkusen,Germany,False,True
2018-06-08,Croatia,Senegal,2,1,Friendly,Osijek,Croatia,False,True
2018-06-08,Switzerland,Japan,2,0,Friendly,Lugano,Switzerland,False,True
2018-06-08,Poland,Chile,2,2,Friendly,Poznań,Poland,False,False
2018-06-08,South Africa,Botswana,3,0,COSAFA Cup,Polokwane,South Africa,False,True
2018-06-09,Denmark,Mexico,2,0,Friendly,Brøndby,Denmark,False,True
2018-06-09,Sweden,Peru,0,0,Friendly,Gothenburg,Sweden,False,False
2018-06-09,Hungary,Australia,1,2,Friendly,Budapest,Hungary,False,False
2018-06-09,Estonia,Morocco,1,3,Friendly,Tallinn,Estonia,False,False
2018-06-09,Latvia,Azerbaijan,1,3,Friendly,Riga,Latvia,False,False
2018-06-09,Finland,Belarus,2,0,Friendly,Tampere,Finland,False,True
2018-06-09,France,United States,1,1,Friendly,Lyon,France,False,False
2018-06-10,Austria,Brazil,0,3,Friendly,Vienna,Austria,False,False
2018-06-10,India,Kenya,2,0,Intercontinental Cup,Mumbai,India,False,True
2018-06-11,Belgium,Costa Rica,4,1,Friendly,Brussels,Belgium,False,True
2018-06-12,Poland,Lithuania,4,0,Friendly,Warsaw,Poland,False,True
2018-06-14,Russia,Saudi Arabia,5,0,FIFA World Cup,Moscow,Russia,False,True
2018-06-19,Russia,Egypt,3,1,FIFA World Cup,Saint Petersburg,Russia,False,True
2018-06-25,Russia,Uruguay,0,3,FIFA World Cup,Samara,Russia,False,False
2018-07-01,Russia,Spain,1,1,FIFA World Cup,Moscow,Russia,False,False
2018-07-05,Malaysia,Fiji,1,0,Friendly,Kuala Lumpur,Malaysia,False,True
2018-07-07,Russia,Croatia,2,2,FIFA World Cup,Sochi,Russia,False,False
2018-07-22,Liberia,Sierra Leone,0,0,Friendly,Monrovia,Liberia,False,False
2018-07-27,Saint Barthélemy,Anguilla,1,2,Friendly,Saint-Jean,Saint Barthélemy,False,False
2018-07-28,Saint Barthélemy,British Virgin Islands,3,4,Friendly,Saint-Jean,Saint Barthélemy,False,False
2018-08-04,Belize,Barbados,1,0,Friendly,San Pedro,Belize,False,True
2018-08-04,Palestine,Iraq,0,3,Friendly,Al-Ram,Palestine,False,False
2018-08-15,Guatemala,Cuba,3,0,Friendly,Guatemala City,Guatemala,False,True
2018-08-18,Grenada,Jamaica,1,5,Friendly,St. George's,Grenada,False,False
2018-08-18,Guatemala,Cuba,1,0,Friendly,Quetzaltenango,Guatemala,False,True
2018-08-20,Barbados,Jamaica,2,2,Friendly,Bridgetown,Barbados,False,False
2018-08-22,Sint Maarten,Anguilla,1,1,Friendly,Philipsburg,Sint Maarten,False,False
2018-08-25,Anguilla,Saint Martin,1,2,Friendly,The Valley,Anguilla,False,False
2018-08-26,Barbados,Cuba,0,0,Friendly,Bridgetown,Barbados,False,False
2018-08-29,Bangladesh,Sri Lanka,0,1,Friendly,Nilphamari Sadar,Bangladesh,False,False
2018-08-29,Barbados,Cuba,0,2,Friendly,Bridgetown,Barbados,False,False
2018-08-29,Macau,Solomon Islands,1,4,Friendly,Taipa,Macau,False,False
2018-09-02,Ethiopia,Burundi,1,1,Friendly,Hawassa,Ethiopia,False,False
2018-09-02,Mongolia,Macau,4,1,EAFF Championship,Ulaanbaatar,Mongolia,False,True
2018-09-04,Mongolia,Northern Mariana Islands,9,0,EAFF Championship,Ulaanbaatar,Mongolia,False,True
2018-09-04,Bangladesh,Bhutan,2,0,SAFF Cup,Dhaka,Bangladesh,False,True
2018-09-05,Fiji,Solomon Islands,1,1,Friendly,Suva,Fiji,False,False
2018-09-05,Slovakia,Denmark,3,0,Friendly,Trnava,Slovakia,False,True
2018-09-06,Germany,France,0,0,UEFA Nations League,Munich,Germany,False,False
2018-09-06,Czech Republic,Ukraine,1,2,UEFA Nations League,Uherské Hradiště,Czech Republic,False,False
2018-09-06,Wales,Republic of Ireland,4,1,UEFA Nations League,Cardiff,Wales,False,True
2018-09-06,Norway,Cyprus,2,0,UEFA Nations League,Oslo,Norway,False,True
2018-09-06,Slovenia,Bulgaria,1,2,UEFA Nations League,Ljubljana,Slovenia,False,False
2018-09-06,Kazakhstan,Georgia,0,2,UEFA Nations League,Astana,Kazakhstan,False,False
2018-09-06,Latvia,Andorra,0,0,UEFA Nations League,Riga,Latvia,False,False
2018-09-06,Armenia,Liechtenstein,2,1,UEFA Nations League,Yerevan,Armenia,False,True
2018-09-06,Gibraltar,North Macedonia,0,2,UEFA Nations League,Gibraltar,Gibraltar,False,False
2018-09-06,Austria,Sweden,2,0,Friendly,Vienna,Austria,False,True
2018-09-06,Bahrain,Philippines,1,1,Friendly,East Riffa,Bahrain,False,False
2018-09-06,Jordan,Lebanon,0,1,Friendly,Amman,Jordan,False,False
2018-09-06,Kyrgyzstan,Palestine,1,1,Friendly,Bishkek,Kyrgyzstan,False,False
2018-09-06,Netherlands,Peru,2,1,Friendly,Amsterdam,Netherlands,False,True
2018-09-06,Portugal,Croatia,1,1,Friendly,Faro-Loulé,Portugal,False,False
2018-09-06,Trinidad and Tobago,United Arab Emirates,2,0,Friendly,Llagostera,Trinidad and Tobago,False,True
2018-09-06,Uzbekistan,Syria,1,1,Friendly,Tashkent,Uzbekistan,False,False
2018-09-06,Mongolia,Guam,1,1,EAFF Championship,Ulaanbaatar,Mongolia,False,False
2018-09-06,Bangladesh,Pakistan,1,0,SAFF Cup,Dhaka,Bangladesh,False,True
2018-09-06,Guyana,Barbados,3,0,CONCACAF Nations League qualification,Leonora,Guyana,False,True
2018-09-07,Italy,Poland,1,1,UEFA Nations League,Bologna,Italy,False,False
2018-09-07,Turkey,Russia,1,2,UEFA Nations League,Trabzon,Turkey,False,False
2018-09-07,Albania,Israel,1,0,UEFA Nations League,Elbasan,Albania,False,True
2018-09-07,Lithuania,Serbia,0,1,UEFA Nations League,Vilnius,Lithuania,False,False
2018-09-07,Romania,Montenegro,0,0,UEFA Nations League,Ploiești,Romania,False,False
2018-09-07,Faroe Islands,Malta,3,1,UEFA Nations League,Tórshavn,Faroe Islands,False,True
2018-09-07,Azerbaijan,Kosovo,0,0,UEFA Nations League,Baku,Azerbaijan,False,False
2018-09-07,Taiwan,Malaysia,2,0,Friendly,Taipei,Taiwan,False,True
2018-09-07,South Korea,Costa Rica,2,0,Friendly,Goyang,South Korea,False,True
2018-09-07,Qatar,China PR,1,0,Friendly,Doha,Qatar,False,True
2018-09-07,Scotland,Belgium,0,4,Friendly,Glasgow,Scotland,False,False
2018-09-07,Singapore,Mauritius,1,1,Friendly,Bishan,Singapore,False,False
2018-09-07,United States,Brazil,0,2,Friendly,East Rutherford,United States,False,False
2018-09-07,Anguilla,French Guiana,0,5,CONCACAF Nations League qualification,The Valley,Anguilla,False,False
2018-09-07,Antigua and Barbuda,Saint Lucia,0,3,CONCACAF Nations League qualification,North Sound,Antigua and Barbuda,False,False
2018-09-07,Belize,Bahamas,4,0,CONCACAF Nations League qualification,Belmopan,Belize,False,True
2018-09-08,Switzerland,Iceland,6,0,UEFA Nations League,St. Gallen,Switzerland,False,True
2018-09-08,England,Spain,1,2,UEFA Nations League,London,England,False,False
2018-09-08,Northern Ireland,Bosnia and Herzegovina,1,2,UEFA Nations League,Belfast,Northern Ireland,False,False
2018-09-08,Finland,Hungary,1,0,UEFA Nations League,Tampere,Finland,False,True
2018-09-08,Estonia,Greece,0,1,UEFA Nations League,Tallinn,Estonia,False,False
2018-09-08,Belarus,San Marino,5,0,UEFA Nations League,Minsk,Belarus,False,True
2018-09-08,Luxembourg,Moldova,4,0,UEFA Nations League,Luxembourg,Luxembourg,False,True
2018-09-08,Brunei,Timor-Leste,1,0,AFF Championship qualification,Bandar Seri Begawan,Brunei,False,True
2018-09-08,Equatorial Guinea,Sudan,1,0,African Cup of Nations qualification,Bata,Equatorial Guinea,False,True
2018-09-08,Comoros,Cameroon,1,1,African Cup of Nations qualification,Mitsamiouli,Comoros,False,False
2018-09-08,Gabon,Burundi,1,1,African Cup of Nations qualification,Libreville,Gabon,False,False
2018-09-08,Gambia,Algeria,1,1,African Cup of Nations qualification,Bakau,Gambia,False,False
2018-09-08,South Africa,Libya,0,0,African Cup of Nations qualification,Durban,South Africa,False,False
2018-09-08,Mauritania,Burkina Faso,2,0,African Cup of Nations qualification,Nouakchott,Mauritania,False,True
2018-09-08,Egypt,Niger,6,0,African Cup of Nations qualification,Alexandria,Egypt,False,True
2018-09-08,Namibia,Zambia,1,1,African Cup of Nations qualification,Windhoek,Namibia,False,False
2018-09-08,Uganda,Tanzania,0,0,African Cup of Nations qualification,Kira,Uganda,False,False
2018-09-08,Bangladesh,Nepal,0,2,SAFF Cup,Dhaka,Bangladesh,False,False
2018-09-08,Saint Vincent and the Grenadines,Nicaragua,0,2,CONCACAF Nations League qualification,Kingstown,Saint Vincent and the Grenadines,False,False
2018-09-08,Cuba,Turks and Caicos Islands,11,0,CONCACAF Nations League qualification,Havana,Cuba,False,True
2018-09-08,Montserrat,El Salvador,1,2,CONCACAF Nations League qualification,Lookout,Montserrat,False,False
2018-09-08,Morocco,Malawi,3,0,African Cup of Nations qualification,Casablanca,Morocco,False,True
2018-09-08,Seychelles,Nigeria,0,3,African Cup of Nations qualification,Victoria,Seychelles,False,False
2018-09-08,Kenya,Ghana,1,0,African Cup of Nations qualification,Nairobi,Kenya,False,True
2018-09-08,Mozambique,Guinea-Bissau,2,2,African Cup of Nations qualification,Maputo,Mozambique,False,False
2018-09-09,France,Netherlands,2,1,UEFA Nations League,Paris,France,False,True
2018-09-09,Ukraine,Slovakia,1,0,UEFA Nations League,Lviv,Ukraine,False,True
2018-09-09,Denmark,Wales,2,0,UEFA Nations League,Aarhus,Denmark,False,True
2018-09-09,Bulgaria,Norway,1,0,UEFA Nations League,Sofia,Bulgaria,False,True
2018-09-09,Cyprus,Slovenia,2,1,UEFA Nations League,Nicosia,Cyprus,False,True
2018-09-09,Georgia,Latvia,1,0,UEFA Nations League,Tbilisi,Georgia,False,True
2018-09-09,North Macedonia,Armenia,2,0,UEFA Nations League,Skopje,North Macedonia,False,True
2018-09-09,Liechtenstein,Gibraltar,2,0,UEFA Nations League,Vaduz,Liechtenstein,False,True
2018-09-09,Germany,Peru,2,1,Friendly,Sinsheim,Germany,False,True
2018-09-09,Congo,Zimbabwe,1,1,African Cup of Nations qualification,Brazzaville,Congo,False,False
2018-09-09,Rwanda,Ivory Coast,1,2,African Cup of Nations qualification,Kigali,Rwanda,False,False
2018-09-09,United States Virgin Islands,Canada,0,8,CONCACAF Nations League qualification,Bradenton,United States,True,False
2018-09-09,Jamaica,Cayman Islands,4,0,CONCACAF Nations League qualification,Kingston,Jamaica,False,True
2018-09-09,Saint Kitts and Nevis,Puerto Rico,1,0,CONCACAF Nations League qualification,Basseterre,Saint Kitts and Nevis,False,True
2018-09-09,Madagascar,Senegal,2,2,African Cup of Nations qualification,Antananarivo,Madagascar,False,False
2018-09-09,South Sudan,Mali,0,3,African Cup of Nations qualification,Juba,South Sudan,False,False
2018-09-09,Togo,Benin,0,0,African Cup of Nations qualification,Lomé,Togo,False,False
2018-09-09,Guinea,Central African Republic,1,0,African Cup of Nations qualification,Conakry,Guinea,False,True
2018-09-09,Angola,Botswana,1,0,African Cup of Nations qualification,Luanda,Angola,False,True
2018-09-09,Eswatini,Tunisia,0,2,African Cup of Nations qualification,Manzini,Eswatini,False,False
2018-09-09,Lesotho,Cape Verde,1,1,African Cup of Nations qualification,Maseru,Lesotho,False,False
2018-09-09,Liberia,DR Congo,1,1,African Cup of Nations qualification,Monrovia,Liberia,False,False
2018-09-10,Portugal,Italy,1,0,UEFA Nations League,Lisbon,Portugal,False,True
2018-09-10,Sweden,Turkey,2,3,UEFA Nations League,Stockholm,Sweden,False,False
2018-09-10,Scotland,Albania,2,0,UEFA Nations League,Glasgow,Scotland,False,True
2018-09-10,Montenegro,Lithuania,2,0,UEFA Nations League,Podgorica,Montenegro,False,True
2018-09-10,Serbia,Romania,2,2,UEFA Nations League,Belgrade,Serbia,False,False
2018-09-10,Andorra,Kazakhstan,1,1,UEFA Nations League,Andorra la Vella,Andorra,False,False
2018-09-10,Kosovo,Faroe Islands,2,0,UEFA Nations League,Pristina,Kosovo,False,True
2018-09-10,Malta,Azerbaijan,1,1,UEFA Nations League,Attard,Malta,False,False
2018-09-10,Bahrain,China PR,0,0,Friendly,East Riffa,Bahrain,False,False
2018-09-10,Cambodia,Malaysia,1,3,Friendly,Phnom Penh,Cambodia,False,False
2018-09-10,Kuwait,Iraq,2,2,Friendly,Al Farwaniyah,Kuwait,False,False
2018-09-10,Kyrgyzstan,Syria,2,1,Friendly,Bishkek,Kyrgyzstan,False,True
2018-09-10,Russia,Czech Republic,5,1,Friendly,Rostov-on-Don,Russia,False,True
2018-09-10,Saudi Arabia,Bolivia,2,2,Friendly,Riyadh,Saudi Arabia,False,False
2018-09-10,Haiti,Sint Maarten,13,0,CONCACAF Nations League qualification,Port-au-Prince,Haiti,False,True
2018-09-10,Curaçao,Grenada,10,0,CONCACAF Nations League qualification,Willemstad,Curaçao,False,True
2018-09-11,Iceland,Belgium,0,3,UEFA Nations League,Reykjavík,Iceland,False,False
2018-09-11,Spain,Croatia,6,0,UEFA Nations League,Elche,Spain,False,True
2018-09-11,Bosnia and Herzegovina,Austria,1,0,UEFA Nations League,Zenica,Bosnia and Herzegovina,False,True
2018-09-11,Hungary,Greece,2,1,UEFA Nations League,Budapest,Hungary,False,True
2018-09-11,Finland,Estonia,1,0,UEFA Nations League,Turku,Finland,False,True
2018-09-11,San Marino,Luxembourg,0,3,UEFA Nations League,Serravalle,San Marino,False,False
2018-09-11,Moldova,Belarus,0,0,UEFA Nations League,Chișinău,Moldova,False,False
2018-09-11,England,Switzerland,1,0,Friendly,London,England,False,True
2018-09-11,Gabon,Zambia,0,1,Friendly,Libreville,Gabon,False,False
2018-09-11,Indonesia,Mauritius,1,0,Friendly,Cikarang,Indonesia,False,True
2018-09-11,Japan,Costa Rica,3,0,Kirin Challenge Cup,Suita,Japan,False,True
2018-09-11,Jordan,Oman,0,0,Friendly,Amman,Jordan,False,False
2018-09-11,Kenya,Malawi,1,0,Friendly,Nairobi,Kenya,False,True
2018-09-11,South Korea,Chile,0,0,Friendly,Suwon,South Korea,False,False
2018-09-11,Laos,United Arab Emirates,0,3,Friendly,Llagostera,Laos,False,False
2018-09-11,Liberia,Nigeria,1,2,Friendly,Monrovia,Liberia,False,False
2018-09-11,Northern Ireland,Israel,3,0,Friendly,Belfast,Northern Ireland,False,True
2018-09-11,Panama,Venezuela,0,2,Friendly,Panama City,Panama,False,False
2018-09-11,Poland,Republic of Ireland,1,1,Friendly,Wrocław,Poland,False,False
2018-09-11,Qatar,Palestine,3,0,Friendly,Doha,Qatar,False,True
2018-09-11,Singapore,Fiji,2,0,Friendly,Bishan,Singapore,False,True
2018-09-11,United States,Mexico,1,0,Friendly,Nashville,United States,False,True
2018-09-11,Uzbekistan,Iran,0,1,Friendly,Tashkent,Uzbekistan,False,False
2018-09-30,Botswana,Namibia,1,0,Friendly,Gaborone,Botswana,False,True
2018-09-30,Saint Vincent and the Grenadines,Barbados,1,1,Friendly,Georgetown,Saint Vincent and the Grenadines,False,False
2018-10-10,Albania,Jordan,0,0,Friendly,Elbasan,Albania,False,False
2018-10-10,Indonesia,Myanmar,3,0,Friendly,Cikarang,Indonesia,False,True
2018-10-10,Italy,Ukraine,1,1,Friendly,Genoa,Italy,False,False
2018-10-10,Ethiopia,Kenya,0,0,African Cup of Nations qualification,Bahir Dar,Ethiopia,False,False
2018-10-10,Zambia,Guinea-Bissau,2,1,African Cup of Nations qualification,Lusaka,Zambia,False,True
2018-10-11,Poland,Portugal,2,3,UEFA Nations League,Chorzów,Poland,False,False
2018-10-11,Russia,Sweden,0,0,UEFA Nations League,Kaliningrad,Russia,False,False
2018-10-11,Israel,Scotland,2,1,UEFA Nations League,Haifa,Israel,False,True
2018-10-11,Montenegro,Serbia,0,2,UEFA Nations League,Podgorica,Montenegro,False,False
2018-10-11,Lithuania,Romania,1,2,UEFA Nations League,Vilnius,Lithuania,False,False
2018-10-11,Faroe Islands,Azerbaijan,0,3,UEFA Nations League,Tórshavn,Faroe Islands,False,False
2018-10-11,Kosovo,Malta,3,1,UEFA Nations League,Pristina,Kosovo,False,True
2018-10-11,Bahrain,Syria,0,1,Friendly,East Riffa,Bahrain,False,False
2018-10-11,France,Iceland,2,2,Friendly,Guingamp,France,False,False
2018-10-11,Hong Kong,Thailand,0,1,Friendly,Hong Kong,Hong Kong,False,False
2018-10-11,Kuwait,Lebanon,1,0,Friendly,Kuwait City,Kuwait,False,True
2018-10-11,Mexico,Costa Rica,3,2,Friendly,San Nicolás de los Garza,Mexico,False,True
2018-10-11,Turkey,Bosnia and Herzegovina,0,0,Friendly,Rize,Turkey,False,False
2018-10-11,United States,Colombia,2,4,Friendly,Tampa,United States,False,False
2018-10-11,Wales,Spain,1,4,Friendly,Cardiff,Wales,False,False
2018-10-11,Congo,Liberia,3,1,African Cup of Nations qualification,Brazzaville,Congo,False,True
2018-10-11,French Guiana,Saint Vincent and the Grenadines,0,1,CONCACAF Nations League qualification,Cayenne,French Guiana,False,False
2018-10-12,Belgium,Switzerland,2,1,UEFA Nations League,Brussels,Belgium,False,True
2018-10-12,Croatia,England,0,0,UEFA Nations League,Rijeka,Croatia,False,False
2018-10-12,Austria,Northern Ireland,1,0,UEFA Nations League,Vienna,Austria,False,True
2018-10-12,Estonia,Finland,0,1,UEFA Nations League,Tallinn,Estonia,False,False
2018-10-12,Greece,Hungary,1,0,UEFA Nations League,Athens,Greece,False,True
2018-10-12,Belarus,Luxembourg,1,0,UEFA Nations League,Minsk,Belarus,False,True
2018-10-12,Moldova,San Marino,2,0,UEFA Nations League,Chișinău,Moldova,False,True
2018-10-12,Cambodia,Timor-Leste,2,2,Friendly,Phnom Penh,Cambodia,False,False
2018-10-12,Japan,Panama,3,0,Kirin Challenge Cup,Niigata,Japan,False,True
2018-10-12,South Korea,Uruguay,2,1,Friendly,Seoul,South Korea,False,True
2018-10-12,Qatar,Ecuador,4,3,Friendly,Doha,Qatar,False,True
2018-10-12,Saudi Arabia,Brazil,0,2,Friendly,Riyadh,Saudi Arabia,False,False
2018-10-12,Singapore,Mongolia,2,0,Friendly,Bishan,Singapore,False,True
2018-10-12,Sri Lanka,Malaysia,1,4,Friendly,Colombo,Sri Lanka,False,False
2018-10-12,Cameroon,Malawi,1,0,African Cup of Nations qualification,Yaoundé,Cameroon,False,True
2018-10-12,Gabon,South Sudan,3,0,African Cup of Nations qualification,Libreville,Gabon,False,True
2018-10-12,Togo,Gambia,1,1,African Cup of Nations qualification,Lomé,Togo,False,False
2018-10-12,Ivory Coast,Central African Republic,4,0,African Cup of Nations qualification,Bouaké,Ivory Coast,False,True
2018-10-12,Angola,Mauritania,4,1,African Cup of Nations qualification,Luanda,Angola,False,True
2018-10-12,Egypt,Eswatini,4,1,African Cup of Nations qualification,Cairo,Egypt,False,True
2018-10-12,Cape Verde,Tanzania,3,0,African Cup of Nations qualification,Praia,Cape Verde,False,True
2018-10-12,United States Virgin Islands,Curaçao,0,5,CONCACAF Nations League qualification,Bradenton,United States,True,False
2018-10-12,Bahamas,Antigua and Barbuda,0,6,CONCACAF Nations League qualification,Nassau,Bahamas,False,False
2018-10-12,Dominican Republic,Cayman Islands,3,0,CONCACAF Nations League qualification,Santiago de los Caballeros,Dominican Republic,False,True
2018-10-12,Bermuda,Sint Maarten,12,0,CONCACAF Nations League qualification,Hamilton,Bermuda,False,True
2018-10-12,Grenada,Cuba,0,2,CONCACAF Nations League qualification,St. George's,Grenada,False,False
2018-10-12,Mali,Burundi,0,0,African Cup of Nations qualification,Bamako,Mali,False,False
2018-10-12,Algeria,Benin,2,0,African Cup of Nations qualification,Blida,Algeria,False,True
2018-10-12,Guinea,Rwanda,2,0,African Cup of Nations qualification,Conakry,Guinea,False,True
2018-10-13,Netherlands,Germany,3,0,UEFA Nations League,Amsterdam,Netherlands,False,True
2018-10-13,Slovakia,Czech Republic,1,2,UEFA Nations League,Trnava,Slovakia,False,False
2018-10-13,Republic of Ireland,Denmark,0,0,UEFA Nations League,Dublin,Republic of Ireland,False,False
2018-10-13,Norway,Slovenia,1,0,UEFA Nations League,Oslo,Norway,False,True
2018-10-13,Bulgaria,Cyprus,2,1,UEFA Nations League,Sofia,Bulgaria,False,True
2018-10-13,Latvia,Kazakhstan,1,1,UEFA Nations League,Riga,Latvia,False,False
2018-10-13,Georgia,Andorra,3,0,UEFA Nations League,Tbilisi,Georgia,False,True
2018-10-13,Armenia,Gibraltar,0,1,UEFA Nations League,Yerevan,Armenia,False,False
2018-10-13,North Macedonia,Liechtenstein,4,1,UEFA Nations League,Skopje,North Macedonia,False,True
2018-10-13,China PR,India,0,0,Friendly,Suzhou,China PR,False,False
2018-10-13,Myanmar,Bolivia,0,3,Friendly,Yangon,Myanmar,False,False
2018-10-13,Uzbekistan,North Korea,2,0,Friendly,Tashkent,Uzbekistan,False,True
2018-10-13,Equatorial Guinea,Madagascar,0,1,African Cup of Nations qualification,Bata,Equatorial Guinea,False,False
2018-10-13,Nigeria,Libya,4,0,African Cup of Nations qualification,Uyo,Nigeria,False,True
2018-10-13,Puerto Rico,Martinique,0,1,CONCACAF Nations League qualification,Bayamón,Puerto Rico,False,False
2018-10-13,Turks and Caicos Islands,Guyana,0,8,CONCACAF Nations League qualification,Providenciales,Turks and Caicos Islands,False,False
2018-10-13,Suriname,British Virgin Islands,5,0,CONCACAF Nations League qualification,Paramaribo,Suriname,False,True
2018-10-13,El Salvador,Barbados,3,0,CONCACAF Nations League qualification,San Salvador,El Salvador,False,True
2018-10-13,Senegal,Sudan,3,0,African Cup of Nations qualification,Dakar,Senegal,False,True
2018-10-13,Morocco,Comoros,1,0,African Cup of Nations qualification,Casablanca,Morocco,False,True
2018-10-13,South Africa,Seychelles,6,0,African Cup of Nations qualification,Johannesburg,South Africa,False,True
2018-10-13,DR Congo,Zimbabwe,1,2,African Cup of Nations qualification,Kinshasa,DR Congo,False,False
2018-10-13,Burkina Faso,Botswana,3,0,African Cup of Nations qualification,Ouagadougou,Burkina Faso,False,True
2018-10-13,Tunisia,Niger,1,0,African Cup of Nations qualification,Radès,Tunisia,False,True
2018-10-13,Mozambique,Namibia,1,2,African Cup of Nations qualification,Maputo,Mozambique,False,False
2018-10-13,Uganda,Lesotho,3,0,African Cup of Nations qualification,Kira,Uganda,False,True
2018-10-14,Poland,Italy,0,1,UEFA Nations League,Chorzów,Poland,False,False
2018-10-14,Russia,Turkey,2,0,UEFA Nations League,Sochi,Russia,False,True
2018-10-14,Israel,Albania,2,0,UEFA Nations League,Beer Sheva,Israel,False,True
2018-10-14,Romania,Serbia,0,0,UEFA Nations League,Bucharest,Romania,False,False
2018-10-14,Lithuania,Montenegro,1,4,UEFA Nations League,Vilnius,Lithuania,False,False
2018-10-14,Faroe Islands,Kosovo,1,1,UEFA Nations League,Tórshavn,Faroe Islands,False,False
2018-10-14,Azerbaijan,Malta,1,1,UEFA Nations League,Baku,Azerbaijan,False,False
2018-10-14,Scotland,Portugal,1,3,Friendly,Glasgow,Scotland,False,False
2018-10-14,Thailand,Trinidad and Tobago,1,0,Friendly,Suphan Buri,Thailand,False,True
2018-10-14,Guinea-Bissau,Zambia,2,1,African Cup of Nations qualification,Bissau,Guinea-Bissau,False,True
2018-10-14,Montserrat,Belize,1,0,CONCACAF Nations League qualification,Lookout,Montserrat,False,True
2018-10-14,Kenya,Ethiopia,3,0,African Cup of Nations qualification,Nairobi,Kenya,False,True
2018-10-15,Iceland,Switzerland,1,2,UEFA Nations League,Reykjavík,Iceland,False,False
2018-10-15,Spain,England,2,3,UEFA Nations League,Seville,Spain,False,False
2018-10-15,Bosnia and Herzegovina,Northern Ireland,2,0,UEFA Nations League,Sarajevo,Bosnia and Herzegovina,False,True
2018-10-15,Estonia,Hungary,3,3,UEFA Nations League,Tallinn,Estonia,False,False
2018-10-15,Finland,Greece,2,0,UEFA Nations League,Tampere,Finland,False,True
2018-10-15,Luxembourg,San Marino,3,0,UEFA Nations League,Luxembourg,Luxembourg,False,True
2018-10-15,Belarus,Moldova,0,0,UEFA Nations League,Minsk,Belarus,False,False
2018-10-15,Croatia,Jordan,2,1,Friendly,Rijeka,Croatia,False,True
2018-10-15,Kuwait,Australia,0,4,Friendly,Kuwait City,Kuwait,False,False
2018-10-15,Saudi Arabia,Iraq,1,1,Friendly,Riyadh,Saudi Arabia,False,False
2018-10-16,France,Germany,2,1,UEFA Nations League,Paris,France,False,True
2018-10-16,Ukraine,Czech Republic,1,0,UEFA Nations League,Kharkiv,Ukraine,False,True
2018-10-16,Republic of Ireland,Wales,0,1,UEFA Nations League,Dublin,Republic of Ireland,False,False
2018-10-16,Norway,Bulgaria,1,0,UEFA Nations League,Oslo,Norway,False,True
2018-10-16,Slovenia,Cyprus,1,1,UEFA Nations League,Ljubljana,Slovenia,False,False
2018-10-16,Kazakhstan,Andorra,4,0,UEFA Nations League,Astana,Kazakhstan,False,True
2018-10-16,Latvia,Georgia,0,3,UEFA Nations League,Riga,Latvia,False,False
2018-10-16,Armenia,North Macedonia,4,0,UEFA Nations League,Yerevan,Armenia,False,True
